Date Time,T (degC),rh (%)
01.06.2015 14:00:00,10.4,95.3
01.06.2015 14:10:00,10.59,95.3
01.06.2015 14:20:00,10.67,95.3
01.06.2015 14:30:00,10.57,95.1
01.06.2015 14:40:00,10.47,95.2
01.06.2015 14:50:00,10.4,95.1
01.06.2015 15:00:00,10.19,94.9
01.06.2015 15:10:00,10.19,94.9
01.06.2015 15:20:00,10.29,94.8
01.06.2015 15:30:00,10.18,94.7
01.06.2015 15:40:00,10.2,94.6
01.06.2015 15:50:00,10.23,94.8
01.06.2015 16:00:00,10.23,95
01.06.2015 16:10:00,10.39,95.4
01.06.2015 16:20:00,10.53,95.3
01.06.2015 16:30:00,10.7,95.3
01.06.2015 16:40:00,11,94.9
01.06.2015 16:50:00,11.09,94.2
01.06.2015 17:00:00,11.04,93.8
01.06.2015 17:10:00,11.04,93
01.06.2015 17:20:00,11.2,92.6
01.06.2015 17:30:00,11.18,92.3
01.06.2015 17:40:00,11.15,92.6
01.06.2015 17:50:00,11.23,92.1
01.06.2015 18:00:00,11.34,91.7
01.06.2015 18:10:00,11.41,92.1
01.06.2015 18:20:00,11.49,92.2
01.06.2015 18:30:00,11.45,92.4
01.06.2015 18:40:00,11.36,91.7
01.06.2015 18:50:00,11.33,91.4
01.06.2015 19:00:00,11.36,91.8
01.06.2015 19:10:00,11.36,91.5
01.06.2015 19:20:00,11.41,91.2
01.06.2015 19:30:00,11.47,91.2
01.06.2015 19:40:00,11.51,91
01.06.2015 19:50:00,11.42,91.3
01.06.2015 20:00:00,11.43,91.5
01.06.2015 20:10:00,11.39,91.3
01.06.2015 20:20:00,11.28,91.5
01.06.2015 20:30:00,11.22,91.7
01.06.2015 20:40:00,11.2,91.8
01.06.2015 20:50:00,11.15,92.4
01.06.2015 21:00:00,11.13,93.2
01.06.2015 21:10:00,11.09,93.5
01.06.2015 21:20:00,11.09,93.7
01.06.2015 21:30:00,11.13,94
01.06.2015 21:40:00,11.08,93.7
01.06.2015 21:50:00,11.08,93.3
01.06.2015 22:00:00,11.09,93.7
01.06.2015 22:10:00,11.07,94.4
01.06.2015 22:20:00,10.95,94.4
01.06.2015 22:30:00,10.93,94.6
01.06.2015 22:40:00,10.93,94.4
01.06.2015 22:50:00,10.9,94.4
01.06.2015 23:00:00,10.81,94.7
01.06.2015 23:10:00,10.8,94.8
01.06.2015 23:20:00,10.83,94.9
01.06.2015 23:30:00,10.83,94.8
01.06.2015 23:40:00,10.77,95.2
01.06.2015 23:50:00,10.79,95.5
02.06.2015 00:00:00,10.73,95.6
02.06.2015 00:10:00,10.76,95.9
02.06.2015 00:20:00,10.73,96
02.06.2015 00:30:00,10.71,96.1
02.06.2015 00:40:00,10.73,96.3
02.06.2015 00:50:00,10.69,96.4
02.06.2015 01:00:00,10.64,96.4
02.06.2015 01:10:00,10.59,96.6
02.06.2015 01:20:00,10.52,96.7
02.06.2015 01:30:00,10.45,96.9
02.06.2015 01:40:00,10.4,97
02.06.2015 01:50:00,10.39,97.1
02.06.2015 02:00:00,10.23,97.1
02.06.2015 02:10:00,10.04,97.2
02.06.2015 02:20:00,9.87,97.4
02.06.2015 02:30:00,9.72,97.6
02.06.2015 02:40:00,9.69,97.9
02.06.2015 02:50:00,9.58,97.9
02.06.2015 03:00:00,9.36,97.9
02.06.2015 03:10:00,9.06,98
02.06.2015 03:20:00,9.08,98.4
02.06.2015 03:30:00,9.06,98.4
02.06.2015 03:40:00,8.98,98.4
02.06.2015 03:50:00,9.09,98.6
02.06.2015 04:00:00,8.98,98.5
02.06.2015 04:10:00,9.13,98.7
02.06.2015 04:20:00,9.13,98.5
02.06.2015 04:30:00,9.44,98.3
02.06.2015 04:40:00,9.62,97.9
02.06.2015 04:50:00,9.89,97.7
02.06.2015 05:00:00,9.96,98.1
02.06.2015 05:10:00,10.09,98
02.06.2015 05:20:00,10.24,97.2
02.06.2015 05:30:00,10.53,95.4
02.06.2015 05:40:00,10.83,90.7
02.06.2015 05:50:00,11.16,86.3
02.06.2015 06:00:00,11.93,82.6
02.06.2015 06:10:00,12.57,79
02.06.2015 06:20:00,12.97,77.7
02.06.2015 06:30:00,13.46,77.4
02.06.2015 06:40:00,13.68,77.4
02.06.2015 06:50:00,13.8,77.5
02.06.2015 07:00:00,13.85,77
02.06.2015 07:10:00,13.92,77.7
02.06.2015 07:20:00,14.26,77
02.06.2015 07:30:00,14.63,75.8
02.06.2015 07:40:00,15.27,72
02.06.2015 07:50:00,15.52,69.82
02.06.2015 08:00:00,15.69,67.65
02.06.2015 08:10:00,15.97,66.4
02.06.2015 08:20:00,16.15,65.72
02.06.2015 08:30:00,16.29,63.57
02.06.2015 08:40:00,16.14,63.22
02.06.2015 08:50:00,16.14,63.14
02.06.2015 09:00:00,16.13,62.44
02.06.2015 09:10:00,16.08,63.22
02.06.2015 09:20:00,16,64.27
02.06.2015 09:30:00,15.95,65.29
02.06.2015 09:40:00,16.05,65.88
02.06.2015 09:50:00,16.18,65.14
02.06.2015 10:00:00,16.43,64.8
02.06.2015 10:10:00,16.55,63.87
02.06.2015 10:20:00,16.67,63.21
02.06.2015 10:30:00,16.78,62.43
02.06.2015 10:40:00,16.95,61.29
02.06.2015 10:50:00,17.11,60.54
02.06.2015 11:00:00,17.43,59.73
02.06.2015 11:10:00,17.8,58.53
02.06.2015 11:20:00,18.02,57.78
02.06.2015 11:30:00,18.11,56.88
02.06.2015 11:40:00,18.43,57.18
02.06.2015 11:50:00,18.89,56.7
02.06.2015 12:00:00,19.21,55.81
02.06.2015 12:10:00,19.22,54.6
02.06.2015 12:20:00,19.46,53.63
02.06.2015 12:30:00,19.83,53.8
02.06.2015 12:40:00,20.08,51.99
02.06.2015 12:50:00,20.29,50.01
02.06.2015 13:00:00,20.4,49.18
02.06.2015 13:10:00,20.62,48.63
02.06.2015 13:20:00,20.92,46.84
02.06.2015 13:30:00,21.33,44.46
02.06.2015 13:40:00,21.46,44.17
02.06.2015 13:50:00,21.76,44.54
02.06.2015 14:00:00,21.91,44.32
02.06.2015 14:10:00,22.04,44.17
02.06.2015 14:20:00,22.33,43.44
02.06.2015 14:30:00,22.04,42.58
02.06.2015 14:40:00,22.15,42.34
02.06.2015 14:50:00,22.12,42.29
02.06.2015 15:00:00,22.18,41.58
02.06.2015 15:10:00,22.28,40.96
02.06.2015 15:20:00,22.36,41.37
02.06.2015 15:30:00,22.59,41.01
02.06.2015 15:40:00,22.62,40.51
02.06.2015 15:50:00,22.66,40.79
02.06.2015 16:00:00,22.93,40.3
02.06.2015 16:10:00,22.99,39.31
02.06.2015 16:20:00,22.96,38.45
02.06.2015 16:30:00,23.02,38.68
02.06.2015 16:40:00,23.22,39.12
02.06.2015 16:50:00,23.21,39.17
02.06.2015 17:00:00,23.32,39.47
02.06.2015 17:10:00,23.44,39.62
02.06.2015 17:20:00,23.38,40.12
02.06.2015 17:30:00,23.25,40.54
02.06.2015 17:40:00,22.91,41.79
02.06.2015 17:50:00,22.88,42.66
02.06.2015 18:00:00,22.92,43.03
02.06.2015 18:10:00,23.11,43.22
02.06.2015 18:20:00,23.19,43.76
02.06.2015 18:30:00,23.15,43.72
02.06.2015 18:40:00,23.1,43.96
02.06.2015 18:50:00,22.95,43.23
02.06.2015 19:00:00,22.72,43.58
02.06.2015 19:10:00,22.54,43.81
02.06.2015 19:20:00,22.38,44.21
02.06.2015 19:30:00,22.2,44.71
02.06.2015 19:40:00,22.03,45.24
02.06.2015 19:50:00,21.9,45.51
02.06.2015 20:00:00,21.7,46.05
02.06.2015 20:10:00,21.47,46.93
02.06.2015 20:20:00,20.99,48.25
02.06.2015 20:30:00,20.93,47.66
02.06.2015 20:40:00,21.03,46.93
02.06.2015 20:50:00,20.93,47.06
02.06.2015 21:00:00,20.74,47.37
02.06.2015 21:10:00,20.77,46.96
02.06.2015 21:20:00,20.68,46.83
02.06.2015 21:30:00,20.47,47.44
02.06.2015 21:40:00,20.21,48.03
02.06.2015 21:50:00,20.45,46.91
02.06.2015 22:00:00,20.41,46.88
02.06.2015 22:10:00,20.07,47.88
02.06.2015 22:20:00,19.69,48.85
02.06.2015 22:30:00,19.54,49.13
02.06.2015 22:40:00,19.58,48.75
02.06.2015 22:50:00,19.66,48.35
02.06.2015 23:00:00,19.62,48.35
02.06.2015 23:10:00,19.71,48.01
02.06.2015 23:20:00,19.64,48.27
02.06.2015 23:30:00,19.56,48.71
02.06.2015 23:40:00,19.46,49.41
02.06.2015 23:50:00,19.47,49.54
03.06.2015 00:00:00,19.49,49.8
03.06.2015 00:10:00,19.17,50.84
03.06.2015 00:20:00,18.74,51.5
03.06.2015 00:30:00,18.04,54.13
03.06.2015 00:40:00,17.58,55.75
03.06.2015 00:50:00,17.49,56.11
03.06.2015 01:00:00,17.66,55.48
03.06.2015 01:10:00,17.44,56.4
03.06.2015 01:20:00,17.29,56.88
03.06.2015 01:30:00,17.24,57.42
03.06.2015 01:40:00,17.09,58.16
03.06.2015 01:50:00,16.89,59.26
03.06.2015 02:00:00,16.54,60.82
03.06.2015 02:10:00,15.97,63.39
03.06.2015 02:20:00,15.68,64.7
03.06.2015 02:30:00,15.38,66.64
03.06.2015 02:40:00,15.3,67.29
03.06.2015 02:50:00,15.8,66.4
03.06.2015 03:00:00,16.28,64.94
03.06.2015 03:10:00,15.93,66.57
03.06.2015 03:20:00,15.97,66.52
03.06.2015 03:30:00,16.3,65.08
03.06.2015 03:40:00,16.23,65.4
03.06.2015 03:50:00,16.16,65.82
03.06.2015 04:00:00,16.23,65.52
03.06.2015 04:10:00,16.7,63.57
03.06.2015 04:20:00,16.64,63.72
03.06.2015 04:30:00,16.86,62.98
03.06.2015 04:40:00,16.54,64.65
03.06.2015 04:50:00,16.95,63.26
03.06.2015 05:00:00,16.96,63.59
03.06.2015 05:10:00,16.54,66.18
03.06.2015 05:20:00,16.04,69
03.06.2015 05:30:00,16.77,66.32
03.06.2015 05:40:00,17.26,64.24
03.06.2015 05:50:00,17.64,63.27
03.06.2015 06:00:00,17.45,63.68
03.06.2015 06:10:00,17.73,62.83
03.06.2015 06:20:00,17.81,62.79
03.06.2015 06:30:00,18.74,60.35
03.06.2015 06:40:00,19.41,58.76
03.06.2015 06:50:00,19.92,57.57
03.06.2015 07:00:00,20.71,54.38
03.06.2015 07:10:00,21.1,53.25
03.06.2015 07:20:00,21.29,52.54
03.06.2015 07:30:00,21.4,52.21
03.06.2015 07:40:00,21.48,51.75
03.06.2015 07:50:00,21.54,51.62
03.06.2015 08:00:00,21.87,51.07
03.06.2015 08:10:00,22.17,50.06
03.06.2015 08:20:00,22.21,49.63
03.06.2015 08:30:00,22.05,50.25
03.06.2015 08:40:00,22.28,49.49
03.06.2015 08:50:00,22.12,50
03.06.2015 09:00:00,22.62,49.36
03.06.2015 09:10:00,22.51,49.05
03.06.2015 09:20:00,22.48,49.61
03.06.2015 09:30:00,22.72,49.02
03.06.2015 09:40:00,22.98,48.86
03.06.2015 09:50:00,23.45,46.79
03.06.2015 10:00:00,23.5,46.76
03.06.2015 10:10:00,23.66,46.13
03.06.2015 10:20:00,23.76,46.23
03.06.2015 10:30:00,23.86,46.05
03.06.2015 10:40:00,23.84,45.85
03.06.2015 10:50:00,24.3,44.94
03.06.2015 11:00:00,24.16,44.91
03.06.2015 11:10:00,24.19,45.17
03.06.2015 11:20:00,24.67,44.05
03.06.2015 11:30:00,24.85,43.14
03.06.2015 11:40:00,25.02,43.87
03.06.2015 11:50:00,25.19,45.41
03.06.2015 12:00:00,25.01,45.61
03.06.2015 12:10:00,24.99,45.28
03.06.2015 12:20:00,24.9,45.54
03.06.2015 12:30:00,25.15,45.22
03.06.2015 12:40:00,24.8,47.51
03.06.2015 12:50:00,24.44,48.75
03.06.2015 13:00:00,24.44,48.21
03.06.2015 13:10:00,24.93,46.67
03.06.2015 13:20:00,24.99,45.88
03.06.2015 13:30:00,24.74,45.72
03.06.2015 13:40:00,24.68,45.67
03.06.2015 13:50:00,24.71,45.54
03.06.2015 14:00:00,24.46,47.14
03.06.2015 14:10:00,23.9,48.88
03.06.2015 14:20:00,23.96,48.56
03.06.2015 14:30:00,24,47.99
03.06.2015 14:40:00,24.04,48.35
03.06.2015 14:50:00,24.31,47.72
03.06.2015 15:00:00,24.31,47.51
03.06.2015 15:10:00,24.1,47.81
03.06.2015 15:20:00,23.65,48.65
03.06.2015 15:30:00,23.68,48.69
03.06.2015 15:40:00,23.88,48.05
03.06.2015 15:50:00,23.34,49.33
03.06.2015 16:00:00,23.13,49.73
03.06.2015 16:10:00,23.35,48.98
03.06.2015 16:20:00,23.16,48.96
03.06.2015 16:30:00,23.33,48.45
03.06.2015 16:40:00,22.89,48.72
03.06.2015 16:50:00,22.68,48.81
03.06.2015 17:00:00,22.54,49.08
03.06.2015 17:10:00,21.84,50.34
03.06.2015 17:20:00,21.39,51.29
03.06.2015 17:30:00,20.5,53.65
03.06.2015 17:40:00,20.2,54.41
03.06.2015 17:50:00,20.43,53.98
03.06.2015 18:00:00,20.67,53.17
03.06.2015 18:10:00,20.63,52.62
03.06.2015 18:20:00,20.36,52.54
03.06.2015 18:30:00,19.97,53.09
03.06.2015 18:40:00,19.52,53.68
03.06.2015 18:50:00,19.4,53.18
03.06.2015 19:00:00,19.04,53.89
03.06.2015 19:10:00,18.52,54.31
03.06.2015 19:20:00,18.13,54.75
03.06.2015 19:30:00,17.88,54.88
03.06.2015 19:40:00,17.7,54.66
03.06.2015 19:50:00,17.4,54.39
03.06.2015 20:00:00,17.16,54.16
03.06.2015 20:10:00,16.89,54.63
03.06.2015 20:20:00,16.5,55.67
03.06.2015 20:30:00,16.24,56.16
03.06.2015 20:40:00,16.11,56.16
03.06.2015 20:50:00,15.86,56.34
03.06.2015 21:00:00,15.64,56.34
03.06.2015 21:10:00,15.52,56.11
03.06.2015 21:20:00,15.43,56.47
03.06.2015 21:30:00,15.29,57.48
03.06.2015 21:40:00,15.3,57.63
03.06.2015 21:50:00,15.37,58
03.06.2015 22:00:00,15.36,59.04
03.06.2015 22:10:00,15.32,59.61
03.06.2015 22:20:00,15.22,60.16
03.06.2015 22:30:00,15.02,61.1
03.06.2015 22:40:00,14.97,61.36
03.06.2015 22:50:00,14.95,61.57
03.06.2015 23:00:00,14.98,61.56
03.06.2015 23:10:00,14.8,62.69
03.06.2015 23:20:00,14.71,63.07
03.06.2015 23:30:00,14.59,63.61
03.06.2015 23:40:00,14.58,63.5
03.06.2015 23:50:00,14.55,63.71
04.06.2015 00:00:00,14.42,64.6
04.06.2015 00:10:00,14.37,64.88
04.06.2015 00:20:00,13.86,67.05
04.06.2015 00:30:00,13.96,66.74
04.06.2015 00:40:00,13.89,67.05
04.06.2015 00:50:00,13.73,68.86
04.06.2015 01:00:00,13.58,70.1
04.06.2015 01:10:00,13.39,69.87
04.06.2015 01:20:00,13.37,69.6
04.06.2015 01:30:00,13.31,70.8
04.06.2015 01:40:00,13.07,71.7
04.06.2015 01:50:00,13.01,72.2
04.06.2015 02:00:00,12.95,72.4
04.06.2015 02:10:00,12.77,73.1
04.06.2015 02:20:00,12.44,74.6
04.06.2015 02:30:00,12.1,76.6
04.06.2015 02:40:00,11.75,77.9
04.06.2015 02:50:00,11.63,78.5
04.06.2015 03:00:00,11.58,76.5
04.06.2015 03:10:00,11.8,74.6
04.06.2015 03:20:00,11.7,75.5
04.06.2015 03:30:00,11.4,76.6
04.06.2015 03:40:00,11.16,77
04.06.2015 03:50:00,11.22,77.1
04.06.2015 04:00:00,11.1,77.4
04.06.2015 04:10:00,11.13,78.4
04.06.2015 04:20:00,11.13,79.1
04.06.2015 04:30:00,11.14,79.1
04.06.2015 04:40:00,11.24,79
04.06.2015 04:50:00,11.48,78.4
04.06.2015 05:00:00,11.77,77.4
04.06.2015 05:10:00,11.81,77.9
04.06.2015 05:20:00,11.78,78.5
04.06.2015 05:30:00,11.58,78.9
04.06.2015 05:40:00,11.46,79.3
04.06.2015 05:50:00,11.29,79.8
04.06.2015 06:00:00,11.67,79
04.06.2015 06:10:00,12.31,77.1
04.06.2015 06:20:00,13.34,73.3
04.06.2015 06:30:00,13.67,72.3
04.06.2015 06:40:00,14.21,70.8
04.06.2015 06:50:00,14.46,68.84
04.06.2015 07:00:00,14.96,67.42
04.06.2015 07:10:00,15.91,63.78
04.06.2015 07:20:00,16.24,61.87
04.06.2015 07:30:00,15.75,61.94
04.06.2015 07:40:00,15.37,63.61
04.06.2015 07:50:00,15.57,62.21
04.06.2015 08:00:00,15.82,61.22
04.06.2015 08:10:00,16.08,59.43
04.06.2015 08:20:00,16.35,57.58
04.06.2015 08:30:00,16.49,57.19
04.06.2015 08:40:00,16.67,57.43
04.06.2015 08:50:00,16.6,57.5
04.06.2015 09:00:00,16.87,56.89
04.06.2015 09:10:00,16.69,56.74
04.06.2015 09:20:00,17.15,56.11
04.06.2015 09:30:00,17.15,55.67
04.06.2015 09:40:00,17.35,54.84
04.06.2015 09:50:00,17.57,53.89
04.06.2015 10:00:00,17.65,52.81
04.06.2015 10:10:00,17.98,52.1
04.06.2015 10:20:00,18.09,51.76
04.06.2015 10:30:00,18.18,50.89
04.06.2015 10:40:00,18.44,50.65
04.06.2015 10:50:00,18.66,50.17
04.06.2015 11:00:00,18.74,48.96
04.06.2015 11:10:00,18.73,49.16
04.06.2015 11:20:00,19,48.39
04.06.2015 11:30:00,19.16,47.75
04.06.2015 11:40:00,18.92,48.42
04.06.2015 11:50:00,19.25,47.44
04.06.2015 12:00:00,19.33,47.33
04.06.2015 12:10:00,19.43,47.3
04.06.2015 12:20:00,19.92,46.45
04.06.2015 12:30:00,19.58,46.99
04.06.2015 12:40:00,19.63,46.78
04.06.2015 12:50:00,19.74,46.64
04.06.2015 13:00:00,20.04,46.09
04.06.2015 13:10:00,20.11,45.69
04.06.2015 13:20:00,20.41,44.97
04.06.2015 13:30:00,20.21,45.36
04.06.2015 13:40:00,20.28,45.25
04.06.2015 13:50:00,20.31,45.39
04.06.2015 14:00:00,20.36,45.12
04.06.2015 14:10:00,20.36,44.78
04.06.2015 14:20:00,20.71,43.84
04.06.2015 14:30:00,20.75,44.04
04.06.2015 14:40:00,21.01,43.59
04.06.2015 14:50:00,21.1,43.13
04.06.2015 15:00:00,21.18,43.2
04.06.2015 15:10:00,21.25,43.07
04.06.2015 15:20:00,21.38,42.86
04.06.2015 15:30:00,21.45,42.6
04.06.2015 15:40:00,21.3,43.14
04.06.2015 15:50:00,21.28,43.39
04.06.2015 16:00:00,21.35,42.77
04.06.2015 16:10:00,21.29,42.84
04.06.2015 16:20:00,21.47,42.74
04.06.2015 16:30:00,21.26,42.81
04.06.2015 16:40:00,21.46,42.57
04.06.2015 16:50:00,21.61,41.86
04.06.2015 17:00:00,21.59,42
04.06.2015 17:10:00,21.71,42.04
04.06.2015 17:20:00,21.79,41.8
04.06.2015 17:30:00,21.55,42.09
04.06.2015 17:40:00,21.58,42.37
04.06.2015 17:50:00,21.66,42.18
04.06.2015 18:00:00,21.53,42.55
04.06.2015 18:10:00,21.33,42.48
04.06.2015 18:20:00,21.29,42.71
04.06.2015 18:30:00,21.16,43.08
04.06.2015 18:40:00,21.03,43.38
04.06.2015 18:50:00,20.84,43.42
04.06.2015 19:00:00,20.47,43.78
04.06.2015 19:10:00,20.14,44
04.06.2015 19:20:00,19.95,45.05
04.06.2015 19:30:00,19.8,45.25
04.06.2015 19:40:00,19.69,45.01
04.06.2015 19:50:00,19.58,44.97
04.06.2015 20:00:00,19.41,45.5
04.06.2015 20:10:00,19.18,46.36
04.06.2015 20:20:00,18.98,46.94
04.06.2015 20:30:00,18.81,47.09
04.06.2015 20:40:00,18.71,47.26
04.06.2015 20:50:00,18.52,47.86
04.06.2015 21:00:00,18.27,48.88
04.06.2015 21:10:00,17.97,50.75
04.06.2015 21:20:00,17.7,51.76
04.06.2015 21:30:00,17.72,51.53
04.06.2015 21:40:00,17.71,51.44
04.06.2015 21:50:00,17.56,51.99
04.06.2015 22:00:00,17.48,52.06
04.06.2015 22:10:00,17.42,52.21
04.06.2015 22:20:00,17.21,52.73
04.06.2015 22:30:00,17.01,53.48
04.06.2015 22:40:00,16.73,55.22
04.06.2015 22:50:00,16.04,59.26
04.06.2015 23:00:00,15.48,61.43
04.06.2015 23:10:00,15.31,61.57
04.06.2015 23:20:00,15.1,62.3
04.06.2015 23:30:00,14.96,62.91
04.06.2015 23:40:00,14.74,63.69
04.06.2015 23:50:00,14.53,64.61
05.06.2015 00:00:00,14.29,66.26
05.06.2015 00:10:00,14.14,66.65
05.06.2015 00:20:00,13.92,67.31
05.06.2015 00:30:00,13.65,69.04
05.06.2015 00:40:00,13.47,69.75
05.06.2015 00:50:00,13.34,70.1
05.06.2015 01:00:00,13.03,69.88
05.06.2015 01:10:00,12.91,68.37
05.06.2015 01:20:00,12.71,69.12
05.06.2015 01:30:00,12.55,70.3
05.06.2015 01:40:00,12.64,68.97
05.06.2015 01:50:00,12.55,69.97
05.06.2015 02:00:00,12.4,72
05.06.2015 02:10:00,12.16,72.3
05.06.2015 02:20:00,11.85,73.6
05.06.2015 02:30:00,11.72,75.1
05.06.2015 02:40:00,11.56,76
05.06.2015 02:50:00,11.38,77.3
05.06.2015 03:00:00,11.2,78
05.06.2015 03:10:00,11,78.4
05.06.2015 03:20:00,10.8,79.1
05.06.2015 03:30:00,10.64,80.2
05.06.2015 03:40:00,10.53,81.1
05.06.2015 03:50:00,10.3,82.5
05.06.2015 04:00:00,10.22,82.7
05.06.2015 04:10:00,10.05,83.2
05.06.2015 04:20:00,10.05,83.3
05.06.2015 04:30:00,10.05,83.3
05.06.2015 04:40:00,10.35,82.1
05.06.2015 04:50:00,10.59,80.8
05.06.2015 05:00:00,10.97,79.6
05.06.2015 05:10:00,11.54,76.9
05.06.2015 05:20:00,11.9,75.2
05.06.2015 05:30:00,12.2,73.8
05.06.2015 05:40:00,12.45,73.2
05.06.2015 05:50:00,12.96,71.7
05.06.2015 06:00:00,13.03,71.9
05.06.2015 06:10:00,13.42,70.9
05.06.2015 06:20:00,13.9,69.44
05.06.2015 06:30:00,13.94,70.1
05.06.2015 06:40:00,14.63,67.28
05.06.2015 06:50:00,15.13,65.52
05.06.2015 07:00:00,15.26,64.69
05.06.2015 07:10:00,15.86,61.88
05.06.2015 07:20:00,16.39,60.33
05.06.2015 07:30:00,17.5,56.88
05.06.2015 07:40:00,18.04,54.88
05.06.2015 07:50:00,18.34,54.04
05.06.2015 08:00:00,18.86,54.37
05.06.2015 08:10:00,19.47,52.14
05.06.2015 08:20:00,19.57,51.95
05.06.2015 08:30:00,20.11,51.02
05.06.2015 08:40:00,20.71,50.25
05.06.2015 08:50:00,21.48,49.07
05.06.2015 09:00:00,21.41,49.58
05.06.2015 09:10:00,21.86,49.11
05.06.2015 09:20:00,22.26,48.3
05.06.2015 09:30:00,22.61,47.91
05.06.2015 09:40:00,23.23,46.9
05.06.2015 09:50:00,24.05,45.58
05.06.2015 10:00:00,24.65,44.48
05.06.2015 10:10:00,25.02,43.84
05.06.2015 10:20:00,25.58,42.83
05.06.2015 10:30:00,25.61,42.95
05.06.2015 10:40:00,26.02,42.35
05.06.2015 10:50:00,26.56,41.15
05.06.2015 11:00:00,26.95,39.08
05.06.2015 11:10:00,26.95,38.12
05.06.2015 11:20:00,27.33,36.95
05.06.2015 11:30:00,27.36,36.31
05.06.2015 11:40:00,27.26,36.93
05.06.2015 11:50:00,27.5,35.56
05.06.2015 12:00:00,27.72,36.05
05.06.2015 12:10:00,27.78,35.67
05.06.2015 12:20:00,27.93,35.18
05.06.2015 12:30:00,28.39,34.07
05.06.2015 12:40:00,28.54,33.97
05.06.2015 12:50:00,28.77,33.99
05.06.2015 13:00:00,29.12,33.16
05.06.2015 13:10:00,29.19,33.03
05.06.2015 13:20:00,29.12,32.64
05.06.2015 13:30:00,29.09,32.91
05.06.2015 13:40:00,29.21,32.79
05.06.2015 13:50:00,29.64,32.41
05.06.2015 14:00:00,29.57,32.92
05.06.2015 14:10:00,29.63,32.42
05.06.2015 14:20:00,30.05,31.89
05.06.2015 14:30:00,29.67,32
05.06.2015 14:40:00,29.95,31.79
05.06.2015 14:50:00,30.25,31.87
05.06.2015 15:00:00,30.54,31.76
05.06.2015 15:10:00,31.11,31.24
05.06.2015 15:20:00,30.93,31.15
05.06.2015 15:30:00,30.74,31.22
05.06.2015 15:40:00,30.89,31.15
05.06.2015 15:50:00,30.89,31.5
05.06.2015 16:00:00,30.94,31.43
05.06.2015 16:10:00,31.07,30.92
05.06.2015 16:20:00,31.09,30.73
05.06.2015 16:30:00,31.19,30.65
05.06.2015 16:40:00,31.26,30.72
05.06.2015 16:50:00,31.25,30.8
05.06.2015 17:00:00,31.12,31.03
05.06.2015 17:10:00,31.42,31.13
05.06.2015 17:20:00,31.75,30.53
05.06.2015 17:30:00,31.39,31.06
05.06.2015 17:40:00,31.5,30.78
05.06.2015 17:50:00,31.66,30.47
05.06.2015 18:00:00,31.52,30.61
05.06.2015 18:10:00,31.47,30.95
05.06.2015 18:20:00,31.2,31.54
05.06.2015 18:30:00,30.94,32.23
05.06.2015 18:40:00,30.87,32.54
05.06.2015 18:50:00,30.59,33.28
05.06.2015 19:00:00,30.31,33.39
05.06.2015 19:10:00,29.07,36.57
05.06.2015 19:20:00,28.13,38.62
05.06.2015 19:30:00,27.81,39.32
05.06.2015 19:40:00,27.51,40.36
05.06.2015 19:50:00,27.34,40.91
05.06.2015 20:00:00,27.05,41.73
05.06.2015 20:10:00,26.94,42.1
05.06.2015 20:20:00,26.37,43.78
05.06.2015 20:30:00,26.15,44.53
05.06.2015 20:40:00,26.01,45.1
05.06.2015 20:50:00,25.66,46.24
05.06.2015 21:00:00,25.39,47.05
05.06.2015 21:10:00,25.22,47.47
05.06.2015 21:20:00,24.92,48.18
05.06.2015 21:30:00,24.62,48.86
05.06.2015 21:40:00,24.44,49.19
05.06.2015 21:50:00,24.11,50.02
05.06.2015 22:00:00,23.97,50.3
05.06.2015 22:10:00,23.61,51.36
05.06.2015 22:20:00,23.19,52.71
05.06.2015 22:30:00,23.03,52.22
05.06.2015 22:40:00,23.09,51.25
05.06.2015 22:50:00,22.99,51.43
05.06.2015 23:00:00,22.6,52.64
05.06.2015 23:10:00,22.3,52.93
05.06.2015 23:20:00,22.24,52.83
05.06.2015 23:30:00,22.15,51.99
05.06.2015 23:40:00,21.96,52.9
05.06.2015 23:50:00,21.55,53.75
06.06.2015 00:00:00,21.42,53.73
06.06.2015 00:10:00,21.44,52.98
06.06.2015 00:20:00,21.35,53.33
06.06.2015 00:30:00,21.24,53.68
06.06.2015 00:40:00,20.71,55.22
06.06.2015 00:50:00,20.14,56.58
06.06.2015 01:00:00,20.1,56.21
06.06.2015 01:10:00,20.24,55.55
06.06.2015 01:20:00,20.2,55.16
06.06.2015 01:30:00,20.22,54.94
06.06.2015 01:40:00,19.82,56.54
06.06.2015 01:50:00,19.64,56.98
06.06.2015 02:00:00,19.53,57.41
06.06.2015 02:10:00,19.57,57.12
06.06.2015 02:20:00,19.59,56.76
06.06.2015 02:30:00,19.66,56.17
06.06.2015 02:40:00,19.51,56.61
06.06.2015 02:50:00,19.27,57.52
06.06.2015 03:00:00,18.97,58.7
06.06.2015 03:10:00,19.03,58.37
06.06.2015 03:20:00,19.19,57.71
06.06.2015 03:30:00,18.95,58.54
06.06.2015 03:40:00,18.59,59.97
06.06.2015 03:50:00,18.42,60.39
06.06.2015 04:00:00,18.65,59.36
06.06.2015 04:10:00,18.57,59.68
06.06.2015 04:20:00,18.15,61.48
06.06.2015 04:30:00,17.74,63.03
06.06.2015 04:40:00,18.34,60.59
06.06.2015 04:50:00,18.62,59.89
06.06.2015 05:00:00,18.49,60.58
06.06.2015 05:10:00,18.95,58.77
